VBELN,KUNNR,ERDAT,ERNAM,VDATU,AUART,NETWR,WAERK
800000000001473,1003,2026-06-27,SUSANESPINOZ,2026-11-24,RUSH,63250.67,USD
800000000001474,1004,2026-11-11,REBEKAH78,2026-06-10,RUSH,26072.92,USD
800000000001475,1001,2026-11-23,KELLY56,2026-09-28,STANDARD,7229.32,USD
800000000001476,1009,2026-10-11,JESSICA74,2026-10-21,STANDARD,72580.02,USD
800000000001477,1002,2026-11-24,WILKINSONAPR,2026-09-21,STANDARD,68951.77,USD
800000000001478,1004,2026-11-24,SMITHTIMOTHY,2026-09-21,STANDARD,6107.52,USD
800000000001479,1007,2026-11-11,WELCHSHELLEY,2026-06-29,RUSH,26737.12,USD
800000000001480,1003,2026-06-27,JOHNSONSTEPH,2026-09-28,RUSH,92812.26,USD
800000000001481,1010,2026-10-31,ANDERSONERIK,2026-05-02,RUSH,7225.37,USD
800000000001482,1001,2026-08-17,JEFFERY71,2026-11-11,STANDARD,99871.94,USD
800000000001483,1001,2026-10-26,MARY76,2026-05-07,STANDARD,76960.99,USD
800000000001484,1008,2026-05-09,BARBARA02,2026-08-16,STANDARD,13642.06,USD
800000000001485,1004,2026-10-14,KIMBERLY54,2026-10-14,STANDARD,77641.12,USD
800000000001486,1003,2026-05-02,AMANDALOZANO,2026-09-29,STANDARD,8644.78,USD
800000000001487,1005,2026-06-10,LISA63,2026-09-29,RUSH,72378.07,USD
800000000001488,1009,2026-08-17,SCOTT64,2026-10-31,STANDARD,50923.86,USD
800000000001489,1005,2026-09-29,RYAN55,2026-06-10,RUSH,312.09,USD
800000000001490,1008,2026-08-17,TAMMYPARK,2026-10-02,STANDARD,53077.94,USD
800000000001491,1009,2026-06-10,BWILCOX,2026-07-02,STANDARD,42256.47,USD
800000000001492,1006,2026-10-26,YHAYDEN,2026-11-23,STANDARD,67956.4,USD
800000000001493,1010,2026-06-27,THOMASHERNAN,2026-09-29,RUSH,72304.3,USD
800000000001494,1002,2026-05-24,MELINDA26,2026-10-14,STANDARD,18725.24,USD
800000000001495,1005,2026-05-07,LINDA18,2026-11-05,RUSH,20186.59,USD
800000000001496,1010,2026-07-02,IROMERO,2026-08-17,STANDARD,79827.25,USD
800000000001497,1005,2026-10-26,SORTIZ,2026-11-24,RUSH,56031.16,USD
800000000001498,1005,2026-11-23,OKELLY,2026-10-27,STANDARD,81458.38,USD
800000000001499,1004,2026-10-21,CATHY92,2026-07-27,RUSH,77015.05,USD
800000000001500,1003,2026-10-26,WAYNE79,2026-11-05,RUSH,55797.56,USD
800000000001501,1006,2026-05-08,PHART,2026-07-11,RUSH,12723.2,USD
800000000001502,1004,2026-09-28,KEVINRHODES,2026-05-09,RUSH,45619.45,USD
800000000001503,1006,2026-07-27,CRYSTAL57,2026-09-28,STANDARD,79409.64,USD
800000000001504,1006,2026-06-27,MIKEHODGES,2026-06-27,STANDARD,18768.05,USD
800000000001505,1002,2026-07-10,XCRUZ,2026-10-11,RUSH,46702.36,USD
800000000001506,1008,2026-07-02,ALEXSANCHEZ,2026-05-02,RUSH,8345.61,USD
800000000001507,1006,2026-10-11,LEROY85,2026-10-27,RUSH,12608.2,USD
800000000001508,1001,2026-06-29,ZGARNER,2026-10-21,STANDARD,72241.73,USD
800000000001509,1001,2026-11-24,WILLIAMSLAUR,2026-11-11,RUSH,63278.57,USD
800000000001510,1002,2026-06-26,YANDREWS,2026-10-26,STANDARD,64061.0,USD
800000000001511,1009,2026-10-31,VJONES,2026-05-02,STANDARD,99150.25,USD
800000000001512,1006,2026-06-26,MICHAELCLARK,2026-09-29,RUSH,48163.22,USD
800000000001513,1004,2026-08-16,APRIL75,2026-10-21,RUSH,97123.26,USD
800000000001514,1008,2026-10-14,JOSHUA34,2026-06-29,RUSH,18173.88,USD
800000000001515,1002,2026-05-08,HEATHERSAUND,2026-11-23,STANDARD,20202.36,USD
800000000001516,1004,2026-05-02,KIMBERLYWALK,2026-06-09,RUSH,43028.38,USD
800000000001517,1006,2026-11-23,MACKENZIEMAC,2026-10-11,RUSH,70845.81,USD
800000000001518,1008,2026-10-26,AUSTINABBOTT,2026-07-27,RUSH,28285.66,USD
800000000001519,1007,2026-07-10,RODRIGUEZWES,2026-10-02,STANDARD,60258.01,USD
800000000001520,1006,2026-05-08,HOLTSCOTT,2026-07-10,STANDARD,39846.68,USD
800000000001521,1001,2026-08-17,MELANIETHOMA,2026-10-14,STANDARD,68286.71,USD
800000000001522,1008,2026-11-05,DKENNEDY,2026-10-21,RUSH,33575.39,USD
800000000001523,1004,2026-05-07,JOELNELSON,2026-11-24,RUSH,31115.25,USD
800000000001524,1004,2026-10-31,NLYONS,2026-10-14,RUSH,3396.44,USD
800000000001525,1007,2026-11-24,ELIZABETH87,2026-07-10,RUSH,68225.54,USD
800000000001526,1002,2026-05-07,JOHNSTONKENN,2026-07-11,STANDARD,15912.19,USD
800000000001527,1010,2026-08-17,ANGELAJOHNSO,2026-07-10,RUSH,58860.2,USD
800000000001528,1005,2026-10-26,KARIROWE,2026-06-10,RUSH,30939.53,USD
800000000001529,1007,2026-09-21,JACOBBARKER,2026-11-24,STANDARD,54869.45,USD
800000000001530,1006,2026-06-27,ELIZABETHHAR,2026-05-02,RUSH,37812.19,USD
800000000001531,1002,2026-10-14,ANDREW82,2026-05-02,RUSH,40167.45,USD
800000000001532,1008,2026-06-10,YSMITH,2026-10-27,RUSH,99795.45,USD
800000000001533,1005,2026-10-21,KGREEN,2026-07-11,RUSH,40851.49,USD
800000000001534,1010,2026-08-16,LARRYROGERS,2026-06-29,RUSH,59351.52,USD
800000000001535,1008,2026-06-27,CANDACE33,2026-11-24,STANDARD,12090.94,USD
800000000001536,1003,2026-09-29,HILLERIC,2026-08-16,RUSH,11657.87,USD
800000000001537,1007,2026-09-21,HAMILTONKRIS,2026-06-10,STANDARD,45118.28,USD
800000000001538,1007,2026-11-23,LAURA33,2026-11-24,STANDARD,99682.87,USD
800000000001539,1003,2026-05-08,EJACKSON,2026-10-31,STANDARD,39116.68,USD
800000000001540,1006,2026-10-14,OWENSCINDY,2026-08-16,STANDARD,17425.99,USD
800000000001541,1006,2026-10-27,FREEMANNICOL,2026-06-29,STANDARD,66690.66,USD
800000000001542,1001,2026-10-27,WMOORE,2026-05-24,STANDARD,8648.5,USD
800000000001543,1003,2026-06-10,BARTONPATRIC,2026-08-17,STANDARD,83754.02,USD
800000000001544,1007,2026-11-05,RICKEY76,2026-07-11,STANDARD,35406.06,USD
800000000001545,1007,2026-06-10,IJIMENEZ,2026-07-02,RUSH,1878.86,USD
800000000001546,1008,2026-10-14,TIFFANYMONTE,2026-09-21,STANDARD,31954.18,USD
800000000001547,1001,2026-07-27,MAYNARDMELIS,2026-08-17,STANDARD,67191.89,USD
800000000001548,1001,2026-05-08,LEAHRANGEL,2026-05-07,STANDARD,19085.29,USD
800000000001549,1005,2026-11-11,RHUERTA,2026-11-05,STANDARD,82821.48,USD
800000000001550,1010,2026-11-23,LAURENPERKIN,2026-10-21,STANDARD,18054.87,USD
800000000001551,1009,2026-05-24,HWHITE,2026-11-23,STANDARD,52805.18,USD
800000000001552,1001,2026-06-27,FHERRERA,2026-11-24,RUSH,12647.68,USD
800000000001553,1008,2026-09-21,JESSICAJOHNS,2026-05-09,STANDARD,11692.9,USD
800000000001554,1010,2026-07-11,RFOX,2026-10-31,STANDARD,91536.43,USD
800000000001555,1004,2026-10-21,GBROWN,2026-07-10,STANDARD,54756.12,USD
800000000001556,1007,2026-10-21,DIANA17,2026-06-26,RUSH,12899.88,USD
800000000001557,1007,2026-07-11,KENNEDYLAURA,2026-08-17,STANDARD,7893.06,USD
800000000001558,1008,2026-05-24,JLOPEZ,2026-05-02,RUSH,50782.27,USD
800000000001559,1005,2026-05-24,DENNISCHARLE,2026-11-11,STANDARD,93719.51,USD
800000000001560,1004,2026-10-11,MARTINEZMADE,2026-06-10,RUSH,86382.79,USD
800000000001561,1007,2026-09-28,VERONICAGRAN,2026-11-23,RUSH,81968.87,USD
800000000001562,1005,2026-09-29,GUERRAJOSEPH,2026-07-10,RUSH,42712.44,USD
800000000001563,1002,2026-10-21,WPALMER,2026-10-26,STANDARD,26377.09,USD
800000000001564,1002,2026-05-08,ERICGARDNER,2026-07-11,RUSH,91105.32,USD
800000000001565,1010,2026-08-16,JACQUELINE29,2026-05-24,STANDARD,54120.18,USD
800000000001566,1008,2026-07-10,PECKSHAWN,2026-08-16,STANDARD,92474.22,USD
800000000001567,1009,2026-05-24,CROGERS,2026-07-27,RUSH,74542.82,USD
800000000001568,1005,2026-07-11,LVAZQUEZ,2026-11-24,RUSH,60967.53,USD
800000000001569,1010,2026-06-27,EBECK,2026-10-31,STANDARD,41960.93,USD
800000000001570,1009,2026-07-10,ZHERNANDEZ,2026-10-27,STANDARD,72045.28,USD
800000000001571,1008,2026-10-27,JWILLIAMS,2026-06-27,RUSH,99411.59,USD
800000000001572,1009,2026-09-29,EDWARDSMELAN,2026-10-27,STANDARD,2569.93,USD
800000000001573,1004,2026-09-21,YRIGGS,2026-05-09,STANDARD,81088.54,USD
800000000001574,1005,2026-10-26,ULIU,2026-10-02,STANDARD,61782.04,USD
800000000001575,1002,2026-10-02,KNAPPSHELBY,2026-10-21,STANDARD,99018.17,USD
800000000001576,1003,2026-05-08,SANCHEZDAVID,2026-08-17,STANDARD,21694.54,USD
800000000001577,1002,2026-10-31,CHRISTOPHERJ,2026-06-09,STANDARD,97015.31,USD
800000000001578,1010,2026-10-31,BRANDON89,2026-10-02,STANDARD,97747.44,USD
800000000001579,1003,2026-10-31,SHERRY77,2026-10-31,RUSH,27231.84,USD
800000000001580,1004,2026-06-29,GREED,2026-06-29,RUSH,92626.91,USD
800000000001581,1007,2026-05-24,PATRICKARNOL,2026-07-11,STANDARD,64562.16,USD
800000000001582,1003,2026-05-08,MICHELLE47,2026-10-11,RUSH,8279.13,USD
800000000001583,1005,2026-10-21,HEATHER04,2026-10-14,RUSH,61635.39,USD
800000000001584,1009,2026-11-23,JASON57,2026-11-24,RUSH,26651.45,USD
800000000001585,1007,2026-10-02,MUNOZPAMELA,2026-06-29,STANDARD,51353.25,USD
800000000001586,1001,2026-11-11,JOSEPHWELCH,2026-10-11,STANDARD,74595.81,USD
800000000001587,1002,2026-10-27,TRISTAN45,2026-07-10,STANDARD,3870.78,USD
800000000001588,1005,2026-11-24,KELLERCAITLI,2026-08-17,RUSH,29661.51,USD
800000000001589,1004,2026-11-23,HAMPTONAMAND,2026-05-08,STANDARD,43818.5,USD
800000000001590,1006,2026-07-10,GREENEDAWN,2026-10-21,RUSH,15289.42,USD
800000000001591,1005,2026-05-24,FPERRY,2026-09-29,STANDARD,79446.87,USD
800000000001592,1010,2026-08-17,MARTINEZDAVI,2026-10-27,RUSH,87716.39,USD
800000000001593,1004,2026-05-24,BLACKBURNASH,2026-11-23,STANDARD,33920.78,USD
800000000001594,1009,2026-09-29,LGARCIA,2026-09-21,RUSH,48153.62,USD
800000000001595,1007,2026-06-26,SHAWKIMBERLY,2026-10-21,STANDARD,50419.07,USD
800000000001596,1006,2026-10-26,JONATHANKNIG,2026-10-14,RUSH,39707.99,USD
800000000001597,1010,2026-07-02,JSTEWART,2026-05-02,RUSH,30078.29,USD
800000000001598,1004,2026-11-24,TYLERSHARI,2026-06-27,RUSH,41411.75,USD
800000000001599,1008,2026-05-09,JESSICA87,2026-07-11,RUSH,71952.41,USD
800000000001600,1007,2026-11-05,ALICEJENKINS,2026-05-07,STANDARD,8256.53,USD
800000000001601,1004,2026-11-05,XBROWN,2026-08-17,STANDARD,87928.91,USD
800000000001602,1004,2026-10-21,QJONES,2026-09-28,RUSH,38790.23,USD
800000000001603,1004,2026-05-09,MCGEELAUREN,2026-07-02,STANDARD,45215.71,USD
800000000001604,1008,2026-08-16,WLOPEZ,2026-11-05,STANDARD,65593.48,USD
800000000001605,1008,2026-06-29,ELIZABETHWAL,2026-05-07,RUSH,76382.93,USD
800000000001606,1006,2026-08-17,MOLLY04,2026-05-02,STANDARD,53195.65,USD
800000000001607,1010,2026-09-21,DAKOTA83,2026-07-02,RUSH,69144.3,USD
800000000001608,1005,2026-10-02,NICHOLAS73,2026-09-29,STANDARD,34079.46,USD
800000000001609,1002,2026-10-26,ORRSHEENA,2026-10-11,RUSH,80969.9,USD
800000000001610,1003,2026-07-27,ANDREAJOHNSO,2026-05-02,RUSH,72599.41,USD
800000000001611,1005,2026-05-07,BRENDA86,2026-06-26,RUSH,44304.0,USD
800000000001612,1010,2026-09-29,RHONDABELL,2026-05-24,STANDARD,43859.61,USD
800000000001613,1004,2026-06-27,ATKINSJOSHUA,2026-10-27,RUSH,67757.85,USD
800000000001614,1010,2026-10-21,ITORRES,2026-11-23,RUSH,7235.94,USD
800000000001615,1005,2026-10-31,MEYERSTEVEN,2026-11-05,RUSH,3278.4,USD
800000000001616,1002,2026-06-09,JENNIFERARNO,2026-08-16,STANDARD,69657.97,USD
800000000001617,1006,2026-10-02,WATSONANDREW,2026-10-02,RUSH,45866.38,USD
800000000001618,1001,2026-07-27,ALYSSAREID,2026-11-24,RUSH,82408.26,USD
800000000001619,1007,2026-06-27,YOUNGCRAIG,2026-05-08,STANDARD,80050.07,USD
800000000001620,1010,2026-07-11,GCOOPER,2026-06-27,RUSH,96153.49,USD
800000000001621,1007,2026-05-09,MHUNT,2026-09-29,STANDARD,33631.68,USD
800000000001622,1009,2026-10-02,WELLSKAYLEE,2026-09-28,RUSH,76351.02,USD
800000000001623,1007,2026-07-10,NICOLE83,2026-09-21,RUSH,9372.51,USD
800000000001624,1007,2026-06-26,WILSONLORI,2026-05-24,STANDARD,80821.01,USD
800000000001625,1005,2026-05-07,MALDONADOJEF,2026-09-21,RUSH,43510.6,USD
800000000001626,1003,2026-10-31,NHENRY,2026-10-31,STANDARD,80437.0,USD
800000000001627,1010,2026-11-23,BRYANSWEENEY,2026-06-26,RUSH,55187.15,USD
800000000001628,1002,2026-06-10,PALMERMARK,2026-10-02,RUSH,45941.33,USD
800000000001629,1001,2026-09-21,RILEYJOHN,2026-05-08,STANDARD,81338.34,USD
800000000001630,1007,2026-10-02,JAMESBROWN,2026-11-11,STANDARD,12982.01,USD
800000000001631,1004,2026-06-10,LARRY34,2026-06-26,RUSH,22523.45,USD
800000000001632,1009,2026-10-02,KAYLASCHNEID,2026-11-24,STANDARD,85598.01,USD
800000000001633,1005,2026-10-31,YCRUZ,2026-11-05,RUSH,53289.71,USD
800000000001634,1007,2026-05-07,FMIRANDA,2026-10-11,STANDARD,13529.95,USD
800000000001635,1007,2026-10-31,JENNIFERCRAW,2026-06-27,RUSH,37165.82,USD
800000000001636,1002,2026-11-11,MICHAELHUGHE,2026-07-27,RUSH,21645.03,USD
800000000001637,1005,2026-08-16,RICHARDSONMA,2026-08-17,RUSH,89337.08,USD
800000000001638,1007,2026-10-27,NWHITE,2026-10-14,RUSH,11573.66,USD
800000000001639,1007,2026-06-10,ELIZABETHPOW,2026-06-10,RUSH,68686.32,USD
800000000001640,1008,2026-10-31,FCONNER,2026-05-07,STANDARD,96849.39,USD
800000000001641,1006,2026-08-16,ESPINOZANATA,2026-09-28,STANDARD,99896.3,USD
800000000001642,1007,2026-08-17,GABRIELLE29,2026-05-02,RUSH,17511.14,USD
800000000001643,1010,2026-10-14,GARY68,2026-05-02,RUSH,83051.14,USD
800000000001644,1008,2026-05-08,CARTERJAMIE,2026-10-14,STANDARD,72976.51,USD
800000000001645,1006,2026-10-14,ROWEHOLLY,2026-05-08,STANDARD,66669.44,USD
800000000001646,1002,2026-10-21,BRAD85,2026-10-11,RUSH,40643.94,USD
800000000001647,1006,2026-05-08,NATALIEMARQU,2026-08-17,STANDARD,5307.52,USD
800000000001648,1002,2026-06-29,ALICIA25,2026-05-07,RUSH,20731.73,USD
800000000001649,1001,2026-07-11,BROWNBRIAN,2026-09-21,STANDARD,81264.7,USD
800000000001650,1003,2026-11-05,JACOB71,2026-05-08,RUSH,84908.66,USD
800000000001651,1006,2026-05-24,COLINJENKINS,2026-07-11,RUSH,941.84,USD
800000000001652,1005,2026-10-02,KINGSARA,2026-06-27,RUSH,44920.0,USD
800000000001653,1009,2026-09-29,KMANN,2026-08-16,STANDARD,22234.43,USD
800000000001654,1010,2026-06-29,PMUNOZ,2026-07-11,STANDARD,33720.29,USD
800000000001655,1005,2026-10-02,ROBERTTERREL,2026-10-27,STANDARD,2412.92,USD
800000000001656,1009,2026-05-07,WAGNERSTEVEN,2026-08-17,RUSH,21749.88,USD
800000000001657,1001,2026-09-29,ZBERNARD,2026-06-29,STANDARD,41659.26,USD
800000000001658,1004,2026-06-26,TRACY17,2026-10-02,RUSH,16988.99,USD
800000000001659,1009,2026-10-11,STAFFORDPAUL,2026-05-08,STANDARD,74896.77,USD
800000000001660,1010,2026-07-11,JAMESRODRIGU,2026-10-11,RUSH,11968.33,USD
800000000001661,1008,2026-11-23,QCHAVEZ,2026-06-09,RUSH,3525.1,USD
800000000001662,1004,2026-09-21,LOPEZMARK,2026-07-27,RUSH,55187.25,USD
800000000001663,1001,2026-08-16,ANGELARAMIRE,2026-07-10,RUSH,73486.06,USD
800000000001664,1003,2026-08-16,MDUNN,2026-06-26,STANDARD,24882.46,USD
800000000001665,1001,2026-06-26,EHERNANDEZ,2026-10-21,STANDARD,15078.73,USD
800000000001666,1009,2026-10-26,WHILL,2026-11-11,RUSH,34607.93,USD
800000000001667,1010,2026-06-09,VERONICAHALL,2026-05-24,STANDARD,16170.87,USD
800000000001668,1007,2026-06-10,DJONES,2026-11-05,STANDARD,4892.36,USD
800000000001669,1003,2026-07-27,MICHEAL44,2026-11-24,STANDARD,86825.15,USD
800000000001670,1010,2026-07-10,BAXTERFRANK,2026-07-11,STANDARD,84209.97,USD
800000000001671,1005,2026-08-16,MELISSA40,2026-11-11,RUSH,27756.5,USD
800000000001672,1004,2026-10-26,LEEMARCUS,2026-07-11,RUSH,92446.34,USD
800000000001673,1002,2026-11-11,FDUARTE,2026-05-08,RUSH,32140.48,USD
800000000001674,1007,2026-09-28,PARKSHUNTER,2026-07-27,STANDARD,79260.17,USD
800000000001675,1004,2026-11-23,GLORIA70,2026-09-21,STANDARD,72058.66,USD
800000000001676,1002,2026-08-16,CPOWELL,2026-06-29,STANDARD,41124.53,USD
800000000001677,1009,2026-10-14,KEVINCARSON,2026-07-02,STANDARD,28661.9,USD
800000000001678,1003,2026-10-02,OJOHNSON,2026-06-26,STANDARD,71523.74,USD
800000000001679,1003,2026-05-24,GARCIADAVID,2026-10-21,RUSH,33765.58,USD
800000000001680,1008,2026-09-21,BARBARA27,2026-09-29,RUSH,20694.08,USD
800000000001681,1009,2026-06-29,TNELSON,2026-05-09,STANDARD,60966.58,USD
800000000001682,1009,2026-05-08,SVALDEZ,2026-09-21,RUSH,79638.25,USD
800000000001683,1010,2026-10-21,SHEPHERDNICO,2026-08-17,STANDARD,61747.01,USD
800000000001684,1002,2026-05-09,RYANWALKER,2026-05-02,RUSH,56654.72,USD
800000000001685,1009,2026-11-24,GINA61,2026-10-02,RUSH,17666.82,USD
800000000001686,1003,2026-08-16,FITZPATRICKH,2026-05-24,STANDARD,47816.08,USD
800000000001687,1010,2026-09-21,JOHN28,2026-05-24,RUSH,45355.76,USD
800000000001688,1010,2026-11-24,AWILSON,2026-05-09,STANDARD,88728.45,USD
800000000001689,1001,2026-07-02,ZHART,2026-10-14,STANDARD,83990.99,USD
800000000001690,1004,2026-10-21,DAVIDOBRIEN,2026-07-11,RUSH,40985.22,USD
800000000001691,1008,2026-08-16,ROYFARLEY,2026-11-23,STANDARD,46637.28,USD
800000000001692,1005,2026-08-16,CASSANDRA57,2026-07-10,STANDARD,86065.41,USD
800000000001693,1009,2026-09-29,JASONHOWELL,2026-06-29,STANDARD,9208.41,USD
800000000001694,1009,2026-10-02,YPALMER,2026-11-24,STANDARD,4297.92,USD
800000000001695,1008,2026-07-11,JAMES45,2026-10-21,STANDARD,19031.35,USD
800000000001696,1003,2026-05-07,WHEELERRYAN,2026-09-28,RUSH,60115.49,USD
800000000001697,1004,2026-06-26,LFARLEY,2026-10-31,STANDARD,49792.63,USD
800000000001698,1005,2026-05-24,MICHELLE44,2026-08-17,RUSH,87484.7,USD
800000000001699,1007,2026-11-11,KWILLIAMS,2026-06-10,RUSH,14258.14,USD
800000000001700,1002,2026-06-10,ANDERSONAMAN,2026-05-24,RUSH,16536.53,USD
800000000001701,1001,2026-05-24,SARAHBECKER,2026-06-09,RUSH,99476.85,USD
800000000001702,1006,2026-10-31,EVANSSUSAN,2026-05-09,STANDARD,89959.92,USD
800000000001703,1005,2026-09-29,LISATURNER,2026-06-10,RUSH,52634.86,USD
800000000001704,1010,2026-11-24,HWRIGHT,2026-08-16,RUSH,25822.21,USD
800000000001705,1002,2026-05-09,CHRISTINESPA,2026-07-02,RUSH,26784.32,USD
800000000001706,1004,2026-06-26,CHARLESRICHM,2026-11-11,STANDARD,39464.74,USD
800000000001707,1007,2026-11-05,ANNA94,2026-06-29,RUSH,41509.23,USD
800000000001708,1001,2026-10-27,SCHROEDERJUA,2026-10-27,RUSH,85135.98,USD
800000000001709,1001,2026-10-31,KGUERRERO,2026-07-27,RUSH,32543.63,USD
800000000001710,1009,2026-07-10,SCOTTGREGORY,2026-10-02,STANDARD,57621.31,USD
800000000001711,1002,2026-06-10,DCRUZ,2026-11-05,RUSH,94414.97,USD
800000000001712,1008,2026-10-11,KENNETHHARRI,2026-07-10,STANDARD,19292.31,USD
800000000001713,1003,2026-07-10,FVALENCIA,2026-08-17,RUSH,88869.56,USD
800000000001714,1010,2026-08-16,MELISSAJACOB,2026-10-14,RUSH,45982.65,USD
800000000001715,1010,2026-05-02,MARKALLEN,2026-05-09,RUSH,79790.91,USD
800000000001716,1003,2026-10-31,EHALL,2026-11-24,RUSH,79990.88,USD
800000000001717,1007,2026-06-26,VICTORIAMCDO,2026-05-07,STANDARD,37161.03,USD
800000000001718,1002,2026-05-09,TAYLORMILLER,2026-05-02,STANDARD,88557.06,USD
800000000001719,1010,2026-11-24,PHILIPRICE,2026-06-26,STANDARD,90478.73,USD
800000000001720,1007,2026-05-07,ISERRANO,2026-09-21,STANDARD,61357.76,USD
800000000001721,1002,2026-05-24,GAGUILAR,2026-10-21,STANDARD,23654.51,USD
800000000001722,1004,2026-06-27,WHITESHELBY,2026-08-17,RUSH,32112.03,USD
800000000001723,1003,2026-10-21,HOUSTONMICHA,2026-06-29,RUSH,85035.33,USD
800000000001724,1009,2026-08-17,LEWISMICHAEL,2026-07-02,RUSH,50245.56,USD
800000000001725,1001,2026-06-27,MICHELLE87,2026-10-21,RUSH,82343.38,USD
800000000001726,1008,2026-05-08,TONIGORDON,2026-05-02,STANDARD,44751.77,USD
800000000001727,1007,2026-07-02,KENNETHPONCE,2026-07-02,RUSH,38004.13,USD
800000000001728,1001,2026-10-11,MICHAELPERKI,2026-10-27,STANDARD,8512.69,USD
800000000001729,1009,2026-06-26,QCHANG,2026-10-31,STANDARD,11813.37,USD
800000000001730,1001,2026-11-05,REBECCA29,2026-06-26,STANDARD,70743.88,USD
800000000001731,1007,2026-05-07,CHRISTINA31,2026-09-28,RUSH,8383.26,USD
800000000001732,1003,2026-09-29,FCALDWELL,2026-09-21,RUSH,57935.51,USD
800000000001733,1010,2026-06-29,ANNETTE90,2026-10-26,RUSH,36404.43,USD
800000000001734,1008,2026-10-11,COREYALLISON,2026-11-23,STANDARD,56961.33,USD
800000000001735,1010,2026-10-11,JAMESAVILA,2026-05-24,STANDARD,85174.8,USD
800000000001736,1001,2026-10-14,THOMASSAMUEL,2026-06-27,RUSH,23171.3,USD
800000000001737,1007,2026-10-11,RICHARDSONKI,2026-05-24,STANDARD,32123.33,USD
800000000001738,1001,2026-07-11,DAVISRYAN,2026-07-11,RUSH,3091.96,USD
800000000001739,1007,2026-05-02,KENNETHHOWAR,2026-11-24,STANDARD,72822.79,USD
800000000001740,1001,2026-08-17,ILOPEZ,2026-11-05,STANDARD,72026.78,USD
800000000001741,1006,2026-05-08,RONALDJOHNSO,2026-07-11,STANDARD,15019.07,USD
800000000001742,1006,2026-05-02,NFLETCHER,2026-10-21,STANDARD,4655.01,USD
800000000001743,1008,2026-10-27,DEANJONATHAN,2026-10-26,RUSH,95887.62,USD
800000000001744,1004,2026-07-27,UPRICE,2026-07-10,RUSH,82344.86,USD
800000000001745,1002,2026-06-10,KIMJACOB,2026-07-11,STANDARD,98004.25,USD
800000000001746,1008,2026-09-28,WALTERSROBER,2026-07-27,STANDARD,15285.31,USD
800000000001747,1001,2026-10-26,STEPHEN07,2026-09-28,STANDARD,36446.01,USD
800000000001748,1001,2026-06-09,TMOODY,2026-11-23,RUSH,93653.95,USD
800000000001749,1003,2026-11-11,WFINLEY,2026-08-17,RUSH,46552.09,USD
800000000001750,1007,2026-08-16,SMITHRACHAEL,2026-11-23,STANDARD,6572.12,USD
800000000001751,1007,2026-06-09,GARRETTBRIAN,2026-05-09,RUSH,14221.9,USD
800000000001752,1009,2026-09-21,COOKERIC,2026-05-08,STANDARD,35840.34,USD
800000000001753,1007,2026-07-02,PAYNEJACOB,2026-10-02,STANDARD,92244.04,USD
800000000001754,1006,2026-09-21,EJOHNSON,2026-08-17,RUSH,45243.04,USD
800000000001755,1002,2026-05-07,TAYLORMICHAE,2026-05-24,STANDARD,95729.99,USD
800000000001756,1002,2026-05-08,GARY71,2026-07-02,RUSH,13652.46,USD
800000000001757,1006,2026-05-07,TRANLISA,2026-05-02,STANDARD,14840.63,USD
800000000001758,1006,2026-05-07,BROWNSCOTT,2026-06-09,STANDARD,38091.29,USD
800000000001759,1002,2026-09-29,DRIOS,2026-10-11,RUSH,47035.86,USD
800000000001760,1001,2026-11-11,XMITCHELL,2026-06-09,STANDARD,70025.41,USD
800000000001761,1001,2026-10-31,KELLY58,2026-10-27,STANDARD,20289.02,USD
800000000001762,1010,2026-09-21,NWALLACE,2026-06-09,RUSH,41554.54,USD
800000000001763,1003,2026-06-29,FERGUSONAARO,2026-08-16,RUSH,53877.22,USD
800000000001764,1005,2026-09-29,VICTORIALOPE,2026-09-28,STANDARD,87251.5,USD
800000000001765,1010,2026-07-11,DUNNVANESSA,2026-09-21,RUSH,41013.45,USD
800000000001766,1002,2026-06-10,TYLER99,2026-05-24,RUSH,86678.8,USD
800000000001767,1004,2026-09-29,JEROME90,2026-07-27,STANDARD,28253.63,USD
800000000001768,1001,2026-11-05,LAWRENCESMIT,2026-09-21,RUSH,72785.86,USD
800000000001769,1007,2026-11-11,VMUNOZ,2026-09-29,STANDARD,92656.9,USD
800000000001770,1008,2026-09-21,BRENDABELL,2026-11-23,RUSH,63556.87,USD
800000000001771,1003,2026-06-26,DANA00,2026-05-09,STANDARD,6226.8,USD
800000000001772,1010,2026-08-16,UMARSHALL,2026-11-05,RUSH,45308.39,USD
800000000001773,1007,2026-09-28,BSTEWART,2026-05-09,STANDARD,96156.68,USD
800000000001774,1006,2026-06-10,EMARTIN,2026-11-11,RUSH,56868.18,USD
800000000001775,1001,2026-09-28,LEWISTAMI,2026-07-10,RUSH,33540.98,USD
800000000001776,1006,2026-06-10,ROBERTBUCHAN,2026-06-09,RUSH,10659.38,USD
800000000001777,1006,2026-08-16,NICOLE42,2026-10-26,RUSH,30124.76,USD
800000000001778,1001,2026-11-24,MARY42,2026-05-08,RUSH,67127.36,USD
800000000001779,1002,2026-10-14,SHANNON10,2026-05-24,STANDARD,6932.67,USD
800000000001780,1003,2026-08-17,ROBERTROWE,2026-06-10,STANDARD,37300.53,USD
800000000001781,1007,2026-10-31,WILLIAMSMERE,2026-05-07,RUSH,86297.3,USD
800000000001782,1002,2026-07-10,CHELSEASANCH,2026-10-26,RUSH,97849.51,USD
