VBELN,POSNR,MATNR,WERKS,KWMENG,NETPR,WAERK
800000000000125,100994,M-503,PL01,10.0,95058.24,USD
800000000000126,100995,M-503,PL02,120.0,39713.3,USD
800000000000126,100996,M-506,PL02,120.0,6435.73,USD
800000000000126,100997,M-507,PL03,120.0,67538.25,USD
800000000000127,100998,M-501,PL02,200.0,61851.99,USD
800000000000127,100999,M-500,PL01,50.0,72670.38,USD
800000000000127,101000,M-502,PL02,10.0,90493.52,USD
800000000000127,101001,M-502,PL01,500.0,20442.56,USD
800000000000128,101002,M-500,PL03,50.0,48502.98,USD
800000000000128,101003,M-508,PL02,500.0,25983.73,USD
800000000000128,101004,M-504,PL01,50.0,47747.35,USD
800000000000128,101005,M-502,PL02,50.0,22970.65,USD
800000000000128,101006,M-504,PL01,500.0,9551.45,USD
800000000000128,101007,M-503,PL01,200.0,7960.26,USD
800000000000128,101008,M-503,PL01,500.0,19725.55,USD
800000000000128,101009,M-508,PL01,50.0,24974.76,USD
800000000000128,101010,M-506,PL02,120.0,82279.3,USD
800000000000128,101011,M-501,PL02,50.0,12191.45,USD
800000000000128,101012,M-506,PL03,10.0,86969.01,USD
800000000000128,101013,M-504,PL03,500.0,79046.52,USD
800000000000128,101014,M-501,PL03,50.0,88423.21,USD
800000000000129,101015,M-502,PL02,10.0,7668.74,USD
800000000000129,101016,M-502,PL03,500.0,43966.25,USD
800000000000129,101017,M-507,PL01,120.0,75959.17,USD
800000000000129,101018,M-506,PL03,120.0,86304.01,USD
800000000000130,101019,M-502,PL01,50.0,50629.37,USD
800000000000130,101020,M-500,PL02,120.0,99168.37,USD
800000000000130,101021,M-503,PL03,200.0,11746.12,USD
800000000000130,101022,M-503,PL03,10.0,62341.77,USD
800000000000130,101023,M-506,PL02,200.0,37496.49,USD
800000000000130,101024,M-502,PL03,200.0,7040.91,USD
800000000000130,101025,M-509,PL01,10.0,9645.44,USD
800000000000130,101026,M-501,PL01,50.0,89897.41,USD
800000000000130,101027,M-501,PL03,200.0,86665.09,USD
800000000000130,101028,M-501,PL01,200.0,78119.48,USD
800000000000130,101029,M-502,PL02,50.0,61925.73,USD
800000000000130,101030,M-501,PL03,500.0,34417.69,USD
800000000000130,101031,M-501,PL01,120.0,22039.24,USD
800000000000130,101032,M-504,PL02,10.0,39863.61,USD
800000000000130,101033,M-506,PL02,200.0,76567.61,USD
800000000000131,101034,M-500,PL01,500.0,42111.89,USD
800000000000131,101035,M-501,PL03,10.0,7821.71,USD
800000000000131,101036,M-500,PL03,50.0,91614.65,USD
800000000000132,101037,M-500,PL02,200.0,8558.07,USD
800000000000132,101038,M-503,PL02,50.0,25955.41,USD
800000000000132,101039,M-509,PL02,500.0,30620.13,USD
800000000000132,101040,M-507,PL03,500.0,93653.52,USD
800000000000133,101041,M-507,PL02,500.0,62866.21,USD
800000000000133,101042,M-508,PL01,500.0,17198.33,USD
800000000000133,101043,M-500,PL01,50.0,36749.77,USD
800000000000133,101044,M-503,PL03,500.0,94489.33,USD
800000000000133,101045,M-503,PL02,200.0,16745.99,USD
800000000000133,101046,M-504,PL03,120.0,79035.32,USD
800000000000133,101047,M-506,PL02,200.0,84307.53,USD
800000000000133,101048,M-508,PL03,50.0,58702.51,USD
800000000000133,101049,M-502,PL03,120.0,65436.85,USD
800000000000133,101050,M-504,PL03,200.0,14808.41,USD
800000000000133,101051,M-505,PL01,200.0,37268.72,USD
800000000000133,101052,M-506,PL02,120.0,71975.34,USD
800000000000134,101053,M-509,PL02,500.0,81875.81,USD
800000000000134,101054,M-500,PL03,120.0,95645.51,USD
800000000000134,101055,M-501,PL02,50.0,79372.23,USD
800000000000134,101056,M-506,PL01,500.0,839.47,USD
800000000000134,101057,M-502,PL02,120.0,96857.51,USD
800000000000134,101058,M-508,PL01,200.0,59917.81,USD
800000000000134,101059,M-506,PL02,10.0,84170.69,USD
800000000000134,101060,M-507,PL02,120.0,48376.12,USD
800000000000134,101061,M-505,PL02,200.0,54764.61,USD
800000000000135,101062,M-505,PL02,200.0,75699.41,USD
800000000000135,101063,M-509,PL02,10.0,10482.16,USD
800000000000135,101064,M-505,PL02,10.0,8906.06,USD
800000000000135,101065,M-501,PL02,500.0,46306.34,USD
800000000000135,101066,M-503,PL03,10.0,65174.44,USD
800000000000135,101067,M-501,PL01,120.0,82752.7,USD
800000000000135,101068,M-508,PL03,200.0,38854.7,USD
800000000000135,101069,M-505,PL02,10.0,90766.48,USD
800000000000136,101070,M-505,PL02,50.0,60596.36,USD
800000000000136,101071,M-503,PL01,10.0,62321.68,USD
800000000000137,101072,M-502,PL03,120.0,68775.07,USD
800000000000137,101073,M-508,PL01,10.0,13610.71,USD
800000000000137,101074,M-503,PL01,500.0,10592.58,USD
800000000000137,101075,M-500,PL01,500.0,12942.75,USD
800000000000137,101076,M-507,PL02,500.0,81522.84,USD
800000000000137,101077,M-508,PL02,200.0,58802.24,USD
800000000000137,101078,M-508,PL02,500.0,42866.06,USD
800000000000137,101079,M-505,PL03,200.0,58221.03,USD
800000000000137,101080,M-507,PL03,200.0,12173.53,USD
800000000000137,101081,M-503,PL01,10.0,32416.27,USD
800000000000137,101082,M-502,PL01,10.0,24602.62,USD
800000000000137,101083,M-509,PL03,120.0,55257.62,USD
800000000000137,101084,M-503,PL03,50.0,39140.1,USD
800000000000138,101085,M-507,PL01,120.0,94282.03,USD
800000000000138,101086,M-507,PL01,200.0,58853.73,USD
800000000000138,101087,M-508,PL03,200.0,43674.93,USD
800000000000138,101088,M-504,PL02,10.0,7282.77,USD
800000000000138,101089,M-501,PL02,10.0,18190.67,USD
800000000000138,101090,M-508,PL03,500.0,77934.39,USD
800000000000139,101091,M-502,PL02,200.0,99637.05,USD
800000000000139,101092,M-504,PL02,120.0,1904.17,USD
800000000000139,101093,M-504,PL03,50.0,73291.14,USD
800000000000139,101094,M-502,PL01,10.0,46476.43,USD
800000000000139,101095,M-500,PL02,10.0,25028.0,USD
800000000000139,101096,M-500,PL03,120.0,92807.58,USD
800000000000139,101097,M-504,PL01,120.0,83225.4,USD
800000000000139,101098,M-501,PL02,500.0,49192.99,USD
800000000000139,101099,M-509,PL01,120.0,56879.05,USD
800000000000139,101100,M-508,PL01,120.0,72161.33,USD
800000000000139,101101,M-503,PL01,500.0,94748.47,USD
800000000000139,101102,M-502,PL03,200.0,84356.97,USD
800000000000139,101103,M-507,PL02,120.0,72410.74,USD
800000000000139,101104,M-509,PL02,200.0,84387.42,USD
800000000000140,101105,M-502,PL02,120.0,3662.59,USD
800000000000140,101106,M-506,PL02,10.0,18443.56,USD
800000000000140,101107,M-500,PL02,200.0,46115.68,USD
800000000000140,101108,M-507,PL03,50.0,62584.68,USD
800000000000140,101109,M-509,PL03,50.0,88831.45,USD
800000000000140,101110,M-508,PL02,50.0,71988.8,USD
800000000000140,101111,M-506,PL01,500.0,19597.95,USD
800000000000140,101112,M-501,PL01,500.0,48887.03,USD
800000000000140,101113,M-508,PL01,10.0,82812.55,USD
800000000000140,101114,M-504,PL01,200.0,90071.14,USD
800000000000140,101115,M-509,PL02,10.0,20584.25,USD
800000000000140,101116,M-503,PL01,200.0,19278.34,USD
800000000000140,101117,M-509,PL01,50.0,78957.16,USD
800000000000141,101118,M-501,PL03,120.0,81365.77,USD
800000000000141,101119,M-502,PL03,200.0,19273.1,USD
800000000000142,101120,M-509,PL03,500.0,74807.96,USD
800000000000142,101121,M-505,PL01,500.0,76485.14,USD
800000000000143,101122,M-502,PL02,500.0,36282.36,USD
800000000000143,101123,M-507,PL02,50.0,32839.95,USD
800000000000143,101124,M-502,PL02,120.0,25267.63,USD
800000000000143,101125,M-504,PL03,200.0,68662.89,USD
800000000000143,101126,M-507,PL03,500.0,20553.13,USD
800000000000143,101127,M-508,PL03,120.0,55913.37,USD
800000000000143,101128,M-504,PL03,500.0,83481.23,USD
800000000000143,101129,M-506,PL03,500.0,45518.33,USD
800000000000143,101130,M-502,PL02,200.0,11711.33,USD
800000000000143,101131,M-505,PL02,500.0,65110.21,USD
800000000000143,101132,M-504,PL01,200.0,40303.68,USD
800000000000143,101133,M-502,PL02,10.0,67966.93,USD
800000000000143,101134,M-502,PL01,200.0,35013.94,USD
800000000000144,101135,M-507,PL01,10.0,55785.88,USD
800000000000144,101136,M-501,PL02,10.0,84012.07,USD
800000000000144,101137,M-506,PL01,10.0,55852.23,USD
800000000000144,101138,M-506,PL01,120.0,71019.3,USD
800000000000144,101139,M-502,PL01,50.0,36203.24,USD
800000000000144,101140,M-508,PL01,10.0,18202.12,USD
800000000000144,101141,M-504,PL01,50.0,82231.53,USD
800000000000145,101142,M-507,PL03,200.0,42044.29,USD
800000000000145,101143,M-503,PL02,500.0,84422.1,USD
800000000000145,101144,M-501,PL01,500.0,95533.05,USD
800000000000145,101145,M-508,PL02,50.0,26218.66,USD
800000000000145,101146,M-508,PL03,10.0,82013.62,USD
800000000000145,101147,M-504,PL03,50.0,39384.61,USD
800000000000145,101148,M-501,PL01,10.0,5701.24,USD
800000000000145,101149,M-503,PL02,50.0,61220.7,USD
800000000000145,101150,M-501,PL02,120.0,58166.41,USD
800000000000145,101151,M-505,PL03,10.0,59429.9,USD
800000000000146,101152,M-503,PL01,50.0,10715.23,USD
800000000000146,101153,M-506,PL01,120.0,78676.78,USD
800000000000146,101154,M-501,PL03,10.0,27318.47,USD
800000000000146,101155,M-503,PL03,50.0,51597.42,USD
800000000000146,101156,M-505,PL02,500.0,62286.46,USD
800000000000146,101157,M-505,PL01,50.0,45869.43,USD
800000000000146,101158,M-506,PL01,500.0,61861.75,USD
800000000000146,101159,M-508,PL01,500.0,23823.04,USD
800000000000146,101160,M-500,PL01,200.0,60483.04,USD
800000000000146,101161,M-502,PL02,120.0,58785.96,USD
800000000000146,101162,M-507,PL03,120.0,19977.79,USD
800000000000146,101163,M-503,PL02,10.0,67240.89,USD
800000000000147,101164,M-501,PL03,120.0,18178.96,USD
800000000000147,101165,M-501,PL02,200.0,70959.32,USD
800000000000147,101166,M-508,PL03,10.0,20187.68,USD
800000000000147,101167,M-502,PL03,200.0,39849.0,USD
800000000000147,101168,M-500,PL03,120.0,8642.07,USD
800000000000147,101169,M-504,PL01,10.0,83915.07,USD
800000000000147,101170,M-508,PL03,50.0,85357.55,USD
800000000000147,101171,M-508,PL02,200.0,77901.94,USD
800000000000148,101172,M-505,PL02,500.0,31924.28,USD
800000000000148,101173,M-504,PL01,120.0,71100.84,USD
800000000000148,101174,M-500,PL02,120.0,58121.18,USD
800000000000148,101175,M-504,PL03,10.0,45304.55,USD
800000000000148,101176,M-503,PL01,120.0,73075.01,USD
800000000000148,101177,M-502,PL03,120.0,90702.15,USD
800000000000148,101178,M-500,PL03,50.0,8825.86,USD
800000000000148,101179,M-509,PL03,500.0,78141.32,USD
800000000000149,101180,M-502,PL01,10.0,65940.65,USD
800000000000149,101181,M-502,PL01,10.0,37064.88,USD
800000000000149,101182,M-502,PL02,10.0,1839.77,USD
800000000000149,101183,M-502,PL03,10.0,28005.85,USD
800000000000149,101184,M-508,PL02,200.0,90376.61,USD
800000000000149,101185,M-507,PL01,50.0,17152.13,USD
800000000000149,101186,M-505,PL01,500.0,58761.35,USD
800000000000149,101187,M-503,PL03,500.0,29957.46,USD
800000000000149,101188,M-507,PL02,10.0,76293.7,USD
800000000000149,101189,M-503,PL01,10.0,62850.97,USD
800000000000149,101190,M-500,PL02,200.0,12462.26,USD
800000000000150,101191,M-502,PL02,120.0,33050.57,USD
800000000000150,101192,M-508,PL01,50.0,73788.09,USD
800000000000150,101193,M-503,PL03,500.0,62257.03,USD
800000000000150,101194,M-506,PL03,200.0,76717.38,USD
800000000000150,101195,M-509,PL02,50.0,21284.62,USD
800000000000150,101196,M-504,PL03,10.0,46768.3,USD
800000000000150,101197,M-509,PL02,50.0,94920.1,USD
800000000000150,101198,M-501,PL01,50.0,63907.85,USD
800000000000150,101199,M-506,PL03,500.0,51152.19,USD
800000000000150,101200,M-500,PL03,50.0,51362.89,USD
800000000000150,101201,M-502,PL02,120.0,44068.16,USD
800000000000150,101202,M-502,PL02,50.0,93737.51,USD
800000000000150,101203,M-506,PL03,10.0,47774.74,USD
800000000000150,101204,M-504,PL02,50.0,54054.3,USD
800000000000151,101205,M-508,PL02,500.0,21327.45,USD
800000000000151,101206,M-500,PL01,120.0,66984.54,USD
800000000000151,101207,M-509,PL02,10.0,41533.73,USD
800000000000151,101208,M-502,PL01,50.0,59371.53,USD
800000000000151,101209,M-505,PL03,10.0,68484.31,USD
800000000000151,101210,M-509,PL03,120.0,27342.74,USD
800000000000151,101211,M-508,PL03,10.0,98125.53,USD
800000000000151,101212,M-506,PL02,10.0,37124.43,USD
800000000000151,101213,M-505,PL03,500.0,47210.5,USD
800000000000151,101214,M-500,PL03,10.0,68801.99,USD
800000000000151,101215,M-506,PL02,50.0,30562.81,USD
800000000000151,101216,M-503,PL02,50.0,14723.59,USD
800000000000151,101217,M-503,PL02,50.0,33275.42,USD
800000000000151,101218,M-508,PL03,120.0,50240.32,USD
800000000000152,101219,M-503,PL03,120.0,59019.04,USD
800000000000152,101220,M-504,PL01,120.0,31349.1,USD
800000000000152,101221,M-500,PL01,10.0,35673.22,USD
800000000000152,101222,M-500,PL03,120.0,91782.87,USD
800000000000152,101223,M-502,PL01,120.0,59329.01,USD
800000000000152,101224,M-501,PL03,500.0,81991.11,USD
800000000000152,101225,M-507,PL03,120.0,49579.75,USD
800000000000152,101226,M-507,PL01,200.0,75260.99,USD
800000000000152,101227,M-503,PL02,200.0,36201.65,USD
800000000000153,101228,M-500,PL02,200.0,69682.65,USD
800000000000153,101229,M-508,PL02,500.0,1488.16,USD
800000000000153,101230,M-504,PL03,500.0,80731.84,USD
800000000000153,101231,M-503,PL03,200.0,77766.99,USD
800000000000153,101232,M-501,PL03,120.0,20489.1,USD
800000000000153,101233,M-503,PL03,200.0,88102.53,USD
800000000000153,101234,M-502,PL02,200.0,93976.85,USD
800000000000153,101235,M-508,PL02,200.0,15406.98,USD
800000000000153,101236,M-504,PL01,500.0,48884.67,USD
800000000000153,101237,M-507,PL03,200.0,52153.84,USD
800000000000153,101238,M-503,PL02,200.0,97500.58,USD
800000000000153,101239,M-500,PL02,10.0,28085.12,USD
800000000000153,101240,M-507,PL03,200.0,69593.99,USD
800000000000153,101241,M-509,PL01,120.0,76004.35,USD
800000000000153,101242,M-503,PL03,10.0,1221.27,USD
800000000000154,101243,M-500,PL02,10.0,39642.53,USD
800000000000154,101244,M-506,PL01,10.0,48531.18,USD
800000000000154,101245,M-502,PL03,50.0,86880.66,USD
800000000000154,101246,M-505,PL01,500.0,38896.76,USD
800000000000154,101247,M-507,PL01,10.0,82028.17,USD
800000000000154,101248,M-503,PL02,120.0,81567.51,USD
800000000000154,101249,M-505,PL01,200.0,42428.33,USD
800000000000155,101250,M-501,PL01,10.0,91162.52,USD
800000000000155,101251,M-503,PL02,10.0,4619.09,USD
800000000000155,101252,M-505,PL01,200.0,18280.97,USD
800000000000155,101253,M-503,PL03,500.0,15530.36,USD
800000000000155,101254,M-505,PL02,200.0,47154.78,USD
800000000000155,101255,M-502,PL03,10.0,52784.05,USD
800000000000155,101256,M-508,PL02,200.0,57857.36,USD
800000000000155,101257,M-505,PL02,10.0,12102.78,USD
800000000000155,101258,M-502,PL01,10.0,98004.71,USD
800000000000155,101259,M-504,PL01,10.0,11168.56,USD
800000000000155,101260,M-506,PL02,500.0,43990.12,USD
800000000000155,101261,M-501,PL03,200.0,9172.6,USD
800000000000155,101262,M-506,PL02,10.0,39836.37,USD
800000000000155,101263,M-502,PL01,200.0,54357.94,USD
800000000000155,101264,M-500,PL02,500.0,91693.46,USD
800000000000156,101265,M-503,PL03,200.0,4898.15,USD
800000000000156,101266,M-508,PL01,50.0,45068.24,USD
800000000000156,101267,M-503,PL01,200.0,8541.7,USD
800000000000156,101268,M-504,PL02,200.0,7956.84,USD
800000000000156,101269,M-505,PL01,50.0,42551.15,USD
800000000000156,101270,M-507,PL03,200.0,38640.48,USD
800000000000156,101271,M-507,PL02,120.0,39799.12,USD
800000000000156,101272,M-505,PL02,200.0,41287.84,USD
800000000000156,101273,M-508,PL01,50.0,69588.41,USD
800000000000157,101274,M-505,PL01,120.0,31999.8,USD
800000000000157,101275,M-502,PL02,200.0,315.75,USD
800000000000157,101276,M-507,PL03,10.0,45661.19,USD
800000000000157,101277,M-501,PL02,50.0,63230.71,USD
800000000000157,101278,M-507,PL03,50.0,20567.97,USD
800000000000157,101279,M-500,PL02,10.0,60916.42,USD
800000000000157,101280,M-505,PL01,500.0,74390.04,USD
800000000000157,101281,M-508,PL01,120.0,98066.51,USD
800000000000157,101282,M-502,PL01,10.0,532.24,USD
800000000000157,101283,M-505,PL01,200.0,59740.19,USD
800000000000157,101284,M-502,PL03,120.0,64384.37,USD
800000000000157,101285,M-507,PL02,200.0,68710.03,USD
800000000000157,101286,M-508,PL02,10.0,89223.4,USD
800000000000158,101287,M-502,PL03,10.0,92156.39,USD
800000000000158,101288,M-508,PL01,200.0,70508.16,USD
800000000000158,101289,M-500,PL01,50.0,49063.42,USD
800000000000158,101290,M-503,PL02,120.0,3955.62,USD
800000000000158,101291,M-501,PL01,120.0,44510.25,USD
800000000000158,101292,M-504,PL01,120.0,73279.03,USD
800000000000158,101293,M-503,PL03,120.0,14611.08,USD
800000000000158,101294,M-506,PL03,500.0,79263.23,USD
800000000000158,101295,M-504,PL01,10.0,93252.48,USD
800000000000158,101296,M-500,PL02,200.0,3413.55,USD
800000000000158,101297,M-504,PL02,50.0,64677.57,USD
800000000000158,101298,M-505,PL02,200.0,78410.75,USD
800000000000158,101299,M-505,PL03,120.0,60710.27,USD
800000000000159,101300,M-500,PL02,120.0,82440.25,USD
800000000000159,101301,M-502,PL01,500.0,9802.64,USD
800000000000159,101302,M-505,PL01,50.0,31297.28,USD
800000000000159,101303,M-502,PL03,120.0,5575.87,USD
800000000000159,101304,M-509,PL02,200.0,68768.62,USD
800000000000159,101305,M-500,PL01,50.0,11770.8,USD
800000000000159,101306,M-504,PL01,10.0,24388.16,USD
800000000000159,101307,M-501,PL01,50.0,17977.05,USD
800000000000159,101308,M-506,PL01,120.0,88982.27,USD
800000000000159,101309,M-508,PL03,10.0,59221.92,USD
800000000000159,101310,M-500,PL01,10.0,63386.27,USD
800000000000159,101311,M-503,PL02,500.0,50097.28,USD
800000000000159,101312,M-509,PL02,10.0,47444.93,USD
800000000000159,101313,M-504,PL01,50.0,70691.4,USD
800000000000159,101314,M-505,PL03,120.0,94637.6,USD
800000000000160,101315,M-500,PL03,50.0,44697.98,USD
800000000000160,101316,M-508,PL02,120.0,20340.41,USD
800000000000160,101317,M-501,PL01,10.0,66640.38,USD
800000000000160,101318,M-500,PL03,10.0,64956.68,USD
800000000000160,101319,M-509,PL03,500.0,16186.3,USD
800000000000160,101320,M-502,PL01,200.0,82060.11,USD
800000000000160,101321,M-506,PL03,200.0,36903.42,USD
800000000000160,101322,M-508,PL03,200.0,53544.79,USD
800000000000160,101323,M-502,PL01,200.0,99641.3,USD
800000000000161,101324,M-501,PL03,120.0,52609.16,USD
800000000000161,101325,M-508,PL01,200.0,47331.45,USD
800000000000161,101326,M-500,PL02,200.0,28818.31,USD
800000000000161,101327,M-505,PL01,500.0,71783.72,USD
800000000000161,101328,M-504,PL03,50.0,71914.19,USD
800000000000161,101329,M-507,PL01,10.0,27894.03,USD
800000000000161,101330,M-502,PL03,10.0,12672.95,USD
800000000000161,101331,M-507,PL01,120.0,11779.55,USD
800000000000161,101332,M-501,PL03,120.0,43408.83,USD
800000000000161,101333,M-501,PL02,200.0,63280.35,USD
800000000000162,101334,M-505,PL02,200.0,75345.91,USD
800000000000162,101335,M-507,PL03,200.0,76072.58,USD
800000000000162,101336,M-501,PL02,120.0,25552.36,USD
800000000000162,101337,M-508,PL01,50.0,31868.05,USD
800000000000162,101338,M-505,PL01,120.0,67057.59,USD
800000000000163,101339,M-503,PL03,50.0,12860.84,USD
800000000000163,101340,M-505,PL01,200.0,47978.56,USD
800000000000163,101341,M-506,PL01,50.0,744.69,USD
800000000000163,101342,M-500,PL03,50.0,12513.81,USD
800000000000163,101343,M-508,PL01,120.0,44114.13,USD
800000000000163,101344,M-507,PL01,50.0,10619.98,USD
800000000000163,101345,M-504,PL02,500.0,61950.84,USD
800000000000163,101346,M-504,PL02,200.0,89521.37,USD
800000000000163,101347,M-506,PL02,120.0,72557.27,USD
800000000000163,101348,M-501,PL01,10.0,9653.74,USD
800000000000164,101349,M-508,PL02,50.0,52668.76,USD
800000000000164,101350,M-505,PL03,120.0,16459.79,USD
800000000000164,101351,M-509,PL01,120.0,44073.47,USD
800000000000164,101352,M-503,PL03,200.0,77411.86,USD
800000000000164,101353,M-507,PL02,500.0,11573.18,USD
800000000000164,101354,M-504,PL01,200.0,50819.58,USD
800000000000164,101355,M-507,PL01,200.0,46207.97,USD
800000000000164,101356,M-503,PL03,200.0,1512.51,USD
800000000000164,101357,M-504,PL01,50.0,89260.58,USD
800000000000164,101358,M-506,PL01,50.0,48001.77,USD
800000000000164,101359,M-504,PL01,120.0,99626.2,USD
800000000000164,101360,M-506,PL01,500.0,11564.25,USD
800000000000165,101361,M-500,PL03,120.0,59337.58,USD
800000000000165,101362,M-509,PL01,120.0,73582.37,USD
800000000000165,101363,M-509,PL01,500.0,84306.08,USD
800000000000165,101364,M-509,PL02,50.0,28446.9,USD
800000000000165,101365,M-508,PL02,50.0,8381.38,USD
800000000000165,101366,M-500,PL01,120.0,1466.83,USD
800000000000165,101367,M-501,PL01,120.0,92276.5,USD
800000000000165,101368,M-508,PL02,200.0,93211.44,USD
800000000000165,101369,M-500,PL01,120.0,61530.86,USD
800000000000165,101370,M-500,PL03,10.0,85066.91,USD
800000000000165,101371,M-502,PL03,120.0,2649.16,USD
800000000000165,101372,M-509,PL02,50.0,4043.58,USD
800000000000165,101373,M-505,PL01,10.0,12616.18,USD
800000000000165,101374,M-504,PL02,200.0,5384.34,USD
800000000000166,101375,M-504,PL02,10.0,87988.71,USD
800000000000166,101376,M-501,PL02,500.0,94637.73,USD
800000000000166,101377,M-501,PL03,120.0,75453.07,USD
800000000000166,101378,M-500,PL03,50.0,65239.42,USD
800000000000166,101379,M-500,PL02,10.0,3317.62,USD
800000000000166,101380,M-506,PL01,120.0,70870.43,USD
800000000000166,101381,M-501,PL01,120.0,65211.84,USD
800000000000166,101382,M-504,PL03,500.0,56053.91,USD
800000000000167,101383,M-504,PL01,10.0,17707.64,USD
800000000000167,101384,M-502,PL03,200.0,84013.82,USD
800000000000167,101385,M-506,PL01,500.0,42297.56,USD
800000000000167,101386,M-500,PL02,50.0,15895.58,USD
800000000000167,101387,M-508,PL03,10.0,75928.04,USD
800000000000167,101388,M-503,PL02,120.0,9269.19,USD
800000000000167,101389,M-501,PL01,200.0,78954.09,USD
800000000000167,101390,M-508,PL02,120.0,87368.73,USD
800000000000167,101391,M-507,PL01,120.0,75322.06,USD
800000000000168,101392,M-505,PL02,50.0,91951.42,USD
800000000000168,101393,M-504,PL02,120.0,54573.48,USD
800000000000168,101394,M-508,PL02,120.0,2030.45,USD
800000000000169,101395,M-503,PL01,500.0,34801.25,USD
800000000000169,101396,M-500,PL01,10.0,10270.36,USD
800000000000169,101397,M-501,PL01,120.0,19657.09,USD
800000000000169,101398,M-504,PL02,50.0,58641.92,USD
800000000000169,101399,M-502,PL01,120.0,79788.57,USD
800000000000169,101400,M-509,PL02,500.0,35021.29,USD
800000000000169,101401,M-506,PL03,500.0,85689.33,USD
800000000000169,101402,M-506,PL02,10.0,20084.66,USD
800000000000169,101403,M-508,PL01,120.0,99486.72,USD
800000000000169,101404,M-503,PL03,500.0,11411.68,USD
800000000000170,101405,M-507,PL03,200.0,71414.92,USD
800000000000170,101406,M-509,PL01,500.0,97750.9,USD
800000000000170,101407,M-503,PL03,10.0,68806.28,USD
800000000000170,101408,M-508,PL03,200.0,55866.48,USD
800000000000170,101409,M-501,PL03,120.0,91983.49,USD
800000000000170,101410,M-500,PL02,500.0,43694.21,USD
800000000000170,101411,M-505,PL02,50.0,49695.88,USD
800000000000170,101412,M-506,PL02,50.0,51506.56,USD
800000000000170,101413,M-506,PL02,10.0,82388.87,USD
800000000000170,101414,M-508,PL02,500.0,64661.01,USD
800000000000171,101415,M-509,PL03,500.0,12683.6,USD
800000000000171,101416,M-503,PL03,10.0,92198.31,USD
800000000000172,101417,M-503,PL02,50.0,43713.74,USD
800000000000172,101418,M-503,PL02,10.0,47738.3,USD
800000000000172,101419,M-502,PL02,10.0,74210.36,USD
800000000000172,101420,M-501,PL02,500.0,88620.63,USD
800000000000172,101421,M-507,PL02,500.0,96300.29,USD
800000000000173,101422,M-500,PL01,50.0,1917.99,USD
800000000000173,101423,M-507,PL03,500.0,86461.04,USD
800000000000173,101424,M-505,PL01,500.0,3347.89,USD
800000000000173,101425,M-501,PL03,120.0,3871.28,USD
800000000000173,101426,M-502,PL02,120.0,9020.92,USD
800000000000173,101427,M-502,PL02,10.0,45640.54,USD
800000000000174,101428,M-505,PL01,200.0,89407.89,USD
800000000000174,101429,M-506,PL02,200.0,62780.56,USD
800000000000174,101430,M-508,PL01,50.0,98482.46,USD
800000000000174,101431,M-503,PL02,50.0,58232.58,USD
800000000000174,101432,M-504,PL02,10.0,64461.13,USD
800000000000174,101433,M-500,PL01,500.0,49841.04,USD
800000000000174,101434,M-501,PL02,120.0,88090.16,USD
800000000000174,101435,M-503,PL02,120.0,61292.75,USD
800000000000174,101436,M-502,PL02,120.0,43255.19,USD
800000000000174,101437,M-504,PL03,120.0,6223.16,USD
800000000000174,101438,M-509,PL01,120.0,22967.73,USD
800000000000174,101439,M-505,PL02,50.0,68548.61,USD
800000000000174,101440,M-504,PL03,120.0,9637.16,USD
800000000000174,101441,M-509,PL02,500.0,61636.73,USD
800000000000175,101442,M-508,PL02,500.0,65793.62,USD
800000000000175,101443,M-506,PL02,200.0,65758.03,USD
800000000000175,101444,M-505,PL03,200.0,43901.72,USD
800000000000175,101445,M-507,PL03,200.0,27134.09,USD
800000000000175,101446,M-507,PL01,120.0,41231.91,USD
800000000000175,101447,M-507,PL02,120.0,11250.24,USD
800000000000175,101448,M-504,PL03,500.0,85933.56,USD
800000000000175,101449,M-503,PL02,500.0,53552.46,USD
800000000000175,101450,M-507,PL01,50.0,40347.39,USD
800000000000175,101451,M-501,PL01,200.0,17530.35,USD
800000000000176,101452,M-500,PL02,50.0,22653.83,USD
800000000000176,101453,M-508,PL01,200.0,12474.06,USD
800000000000176,101454,M-508,PL03,200.0,10804.8,USD
800000000000176,101455,M-504,PL01,200.0,6999.7,USD
800000000000176,101456,M-503,PL01,120.0,6040.56,USD
800000000000176,101457,M-503,PL01,50.0,6950.95,USD
800000000000176,101458,M-501,PL02,500.0,60473.05,USD
800000000000176,101459,M-506,PL02,120.0,52234.95,USD
800000000000176,101460,M-509,PL03,120.0,27513.99,USD
800000000000176,101461,M-504,PL01,500.0,25873.08,USD
800000000000176,101462,M-508,PL03,500.0,7230.24,USD
800000000000176,101463,M-505,PL01,10.0,25821.13,USD
800000000000176,101464,M-501,PL02,120.0,28848.45,USD
800000000000177,101465,M-502,PL02,50.0,29288.91,USD
800000000000177,101466,M-508,PL01,10.0,59733.83,USD
800000000000177,101467,M-504,PL01,50.0,7578.45,USD
800000000000177,101468,M-507,PL03,120.0,39624.1,USD
800000000000178,101469,M-500,PL02,120.0,38451.7,USD
800000000000178,101470,M-500,PL03,50.0,66022.9,USD
800000000000178,101471,M-508,PL03,10.0,52497.11,USD
800000000000178,101472,M-507,PL02,50.0,37549.02,USD
800000000000178,101473,M-509,PL02,500.0,71284.25,USD
800000000000178,101474,M-507,PL01,10.0,1527.83,USD
