VBELN,POSNR,VGBEL,WERKS,BRGEW,VRKME
900000000000937,101015,800000000010150,PL03,15000.0,PAL
900000000000937,101015,800000000010151,PL03,1200.0,CS
900000000000937,101015,800000000010152,PL03,8000.0,CS
900000000000938,101015,800000000010153,PL01,1200.0,CS
900000000000938,101015,800000000010154,PL01,1200.0,BAG
900000000000938,101015,800000000010155,PL02,1200.0,BAG
900000000000938,101015,800000000010156,PL01,15000.0,CS
900000000000938,101015,800000000010157,PL01,1200.0,BAG
900000000000938,101015,800000000010158,PL01,15000.0,CS
900000000000938,101015,800000000010159,PL03,8000.0,BAG
900000000000938,101016,800000000010160,PL01,4500.0,PAL
900000000000938,101016,800000000010161,PL01,1200.0,CS
900000000000938,101016,800000000010162,PL02,1200.0,BAG
900000000000938,101016,800000000010163,PL01,15000.0,BAG
900000000000938,101016,800000000010164,PL02,8000.0,PAL
900000000000938,101016,800000000010165,PL01,500.0,BAG
900000000000939,101016,800000000010166,PL03,500.0,PAL
900000000000939,101016,800000000010167,PL03,15000.0,BAG
900000000000939,101016,800000000010168,PL02,4500.0,BAG
900000000000939,101016,800000000010169,PL03,8000.0,CS
900000000000939,101017,800000000010170,PL01,15000.0,PAL
900000000000940,101017,800000000010171,PL02,4500.0,CS
900000000000940,101017,800000000010172,PL01,1200.0,BAG
900000000000940,101017,800000000010173,PL03,8000.0,CS
900000000000940,101017,800000000010174,PL02,500.0,CS
900000000000940,101017,800000000010175,PL03,500.0,BAG
900000000000940,101017,800000000010176,PL01,15000.0,CS
900000000000940,101017,800000000010177,PL02,1200.0,BAG
900000000000940,101017,800000000010178,PL01,1200.0,BAG
900000000000941,101017,800000000010179,PL01,4500.0,CS
900000000000941,101018,800000000010180,PL02,8000.0,CS
900000000000941,101018,800000000010181,PL02,500.0,CS
900000000000941,101018,800000000010182,PL02,1200.0,CS
900000000000941,101018,800000000010183,PL01,500.0,BAG
900000000000941,101018,800000000010184,PL02,15000.0,PAL
900000000000941,101018,800000000010185,PL02,4500.0,PAL
900000000000941,101018,800000000010186,PL01,500.0,BAG
900000000000941,101018,800000000010187,PL02,15000.0,CS
900000000000941,101018,800000000010188,PL03,15000.0,CS
900000000000941,101018,800000000010189,PL02,500.0,BAG
900000000000941,101019,800000000010190,PL03,8000.0,CS
900000000000942,101019,800000000010191,PL02,4500.0,CS
900000000000942,101019,800000000010192,PL02,1200.0,BAG
900000000000942,101019,800000000010193,PL02,500.0,CS
900000000000942,101019,800000000010194,PL03,8000.0,BAG
900000000000942,101019,800000000010195,PL02,8000.0,PAL
900000000000942,101019,800000000010196,PL02,1200.0,BAG
900000000000942,101019,800000000010197,PL03,500.0,CS
900000000000942,101019,800000000010198,PL01,4500.0,PAL
900000000000942,101019,800000000010199,PL03,4500.0,CS
900000000000942,101020,800000000010200,PL02,1200.0,CS
900000000000942,101020,800000000010201,PL02,4500.0,CS
900000000000942,101020,800000000010202,PL03,4500.0,PAL
900000000000942,101020,800000000010203,PL02,1200.0,PAL
900000000000942,101020,800000000010204,PL01,4500.0,PAL
900000000000942,101020,800000000010205,PL03,15000.0,CS
900000000000942,101020,800000000010206,PL02,4500.0,PAL
900000000000942,101020,800000000010207,PL02,15000.0,PAL
900000000000942,101020,800000000010208,PL03,4500.0,BAG
900000000000942,101020,800000000010209,PL01,4500.0,CS
900000000000942,101021,800000000010210,PL03,8000.0,BAG
900000000000943,101021,800000000010211,PL02,4500.0,PAL
900000000000943,101021,800000000010212,PL01,15000.0,PAL
900000000000943,101021,800000000010213,PL03,500.0,CS
900000000000943,101021,800000000010214,PL03,15000.0,PAL
900000000000943,101021,800000000010215,PL01,8000.0,CS
900000000000943,101021,800000000010216,PL02,4500.0,PAL
900000000000943,101021,800000000010217,PL03,8000.0,CS
900000000000943,101021,800000000010218,PL01,4500.0,CS
900000000000943,101021,800000000010219,PL01,4500.0,CS
900000000000943,101022,800000000010220,PL01,500.0,CS
900000000000943,101022,800000000010221,PL03,4500.0,PAL
900000000000943,101022,800000000010222,PL03,4500.0,CS
900000000000943,101022,800000000010223,PL01,4500.0,PAL
900000000000943,101022,800000000010224,PL01,8000.0,CS
900000000000943,101022,800000000010225,PL02,500.0,BAG
900000000000943,101022,800000000010226,PL01,500.0,CS
900000000000944,101022,800000000010227,PL03,4500.0,PAL
900000000000944,101022,800000000010228,PL01,1200.0,PAL
900000000000944,101022,800000000010229,PL02,4500.0,PAL
900000000000944,101023,800000000010230,PL03,15000.0,BAG
900000000000944,101023,800000000010231,PL01,4500.0,BAG
900000000000944,101023,800000000010232,PL02,4500.0,CS
900000000000944,101023,800000000010233,PL03,8000.0,BAG
900000000000944,101023,800000000010234,PL03,1200.0,PAL
900000000000944,101023,800000000010235,PL01,1200.0,CS
900000000000944,101023,800000000010236,PL03,4500.0,CS
900000000000944,101023,800000000010237,PL01,4500.0,CS
900000000000944,101023,800000000010238,PL02,8000.0,CS
900000000000944,101023,800000000010239,PL02,1200.0,BAG
900000000000944,101024,800000000010240,PL02,1200.0,PAL
900000000000944,101024,800000000010241,PL02,4500.0,PAL
900000000000944,101024,800000000010242,PL01,8000.0,PAL
900000000000944,101024,800000000010243,PL02,500.0,PAL
900000000000944,101024,800000000010244,PL02,8000.0,CS
900000000000945,101024,800000000010245,PL01,4500.0,PAL
900000000000945,101024,800000000010246,PL03,15000.0,BAG
900000000000945,101024,800000000010247,PL03,1200.0,CS
900000000000945,101024,800000000010248,PL03,1200.0,BAG
900000000000945,101024,800000000010249,PL03,4500.0,CS
900000000000945,101025,800000000010250,PL01,500.0,BAG
900000000000945,101025,800000000010251,PL02,15000.0,CS
900000000000945,101025,800000000010252,PL02,4500.0,BAG
900000000000945,101025,800000000010253,PL02,1200.0,PAL
900000000000945,101025,800000000010254,PL02,1200.0,PAL
900000000000945,101025,800000000010255,PL01,1200.0,BAG
900000000000945,101025,800000000010256,PL03,4500.0,BAG
900000000000945,101025,800000000010257,PL03,500.0,BAG
900000000000945,101025,800000000010258,PL01,8000.0,PAL
900000000000945,101025,800000000010259,PL02,4500.0,CS
900000000000945,101026,800000000010260,PL03,1200.0,BAG
900000000000945,101026,800000000010261,PL03,15000.0,PAL
900000000000945,101026,800000000010262,PL02,8000.0,PAL
900000000000945,101026,800000000010263,PL03,8000.0,BAG
900000000000946,101026,800000000010264,PL02,1200.0,PAL
900000000000946,101026,800000000010265,PL02,15000.0,PAL
900000000000946,101026,800000000010266,PL03,8000.0,PAL
900000000000946,101026,800000000010267,PL02,4500.0,PAL
900000000000946,101026,800000000010268,PL01,500.0,CS
900000000000947,101026,800000000010269,PL01,1200.0,BAG
900000000000947,101027,800000000010270,PL01,500.0,CS
900000000000947,101027,800000000010271,PL03,4500.0,PAL
900000000000947,101027,800000000010272,PL03,500.0,PAL
900000000000947,101027,800000000010273,PL03,1200.0,BAG
900000000000947,101027,800000000010274,PL01,8000.0,PAL
900000000000947,101027,800000000010275,PL01,4500.0,CS
900000000000947,101027,800000000010276,PL02,500.0,PAL
900000000000947,101027,800000000010277,PL02,15000.0,PAL
900000000000947,101027,800000000010278,PL01,15000.0,PAL
900000000000947,101027,800000000010279,PL02,500.0,PAL
900000000000947,101028,800000000010280,PL02,15000.0,CS
900000000000947,101028,800000000010281,PL01,1200.0,PAL
900000000000947,101028,800000000010282,PL03,4500.0,BAG
900000000000948,101028,800000000010283,PL02,500.0,CS
900000000000948,101028,800000000010284,PL01,500.0,PAL
900000000000948,101028,800000000010285,PL01,4500.0,PAL
900000000000948,101028,800000000010286,PL03,8000.0,CS
900000000000948,101028,800000000010287,PL01,4500.0,BAG
900000000000948,101028,800000000010288,PL01,8000.0,CS
900000000000948,101028,800000000010289,PL02,15000.0,BAG
900000000000948,101029,800000000010290,PL02,15000.0,BAG
900000000000948,101029,800000000010291,PL01,15000.0,PAL
900000000000948,101029,800000000010292,PL01,15000.0,BAG
900000000000948,101029,800000000010293,PL03,8000.0,PAL
900000000000948,101029,800000000010294,PL02,1200.0,CS
900000000000948,101029,800000000010295,PL02,8000.0,PAL
900000000000948,101029,800000000010296,PL02,8000.0,PAL
900000000000948,101029,800000000010297,PL01,8000.0,CS
900000000000948,101029,800000000010298,PL02,4500.0,CS
900000000000948,101029,800000000010299,PL02,15000.0,BAG
900000000000948,101030,800000000010300,PL02,4500.0,CS
900000000000948,101030,800000000010301,PL01,500.0,CS
900000000000948,101030,800000000010302,PL01,500.0,PAL
900000000000949,101030,800000000010303,PL03,500.0,PAL
900000000000949,101030,800000000010304,PL01,4500.0,BAG
900000000000949,101030,800000000010305,PL02,8000.0,BAG
900000000000949,101030,800000000010306,PL01,8000.0,CS
900000000000949,101030,800000000010307,PL03,4500.0,CS
900000000000949,101030,800000000010308,PL03,500.0,PAL
900000000000949,101030,800000000010309,PL03,1200.0,PAL
900000000000950,101031,800000000010310,PL03,4500.0,PAL
900000000000950,101031,800000000010311,PL02,8000.0,CS
900000000000950,101031,800000000010312,PL01,4500.0,BAG
900000000000950,101031,800000000010313,PL02,1200.0,CS
900000000000950,101031,800000000010314,PL01,15000.0,PAL
900000000000950,101031,800000000010315,PL03,1200.0,BAG
900000000000950,101031,800000000010316,PL02,500.0,BAG
900000000000950,101031,800000000010317,PL01,500.0,BAG
900000000000951,101031,800000000010318,PL01,500.0,PAL
900000000000951,101031,800000000010319,PL02,1200.0,PAL
900000000000951,101032,800000000010320,PL01,15000.0,CS
900000000000951,101032,800000000010321,PL01,8000.0,CS
900000000000951,101032,800000000010322,PL02,8000.0,BAG
900000000000951,101032,800000000010323,PL02,4500.0,PAL
900000000000951,101032,800000000010324,PL03,1200.0,BAG
900000000000951,101032,800000000010325,PL02,1200.0,BAG
900000000000951,101032,800000000010326,PL02,1200.0,CS
900000000000952,101032,800000000010327,PL03,8000.0,BAG
900000000000952,101032,800000000010328,PL01,8000.0,CS
900000000000952,101032,800000000010329,PL03,4500.0,CS
900000000000952,101033,800000000010330,PL03,500.0,BAG
900000000000952,101033,800000000010331,PL02,4500.0,BAG
900000000000952,101033,800000000010332,PL03,15000.0,PAL
900000000000952,101033,800000000010333,PL03,4500.0,CS
900000000000953,101033,800000000010334,PL02,15000.0,BAG
900000000000953,101033,800000000010335,PL02,4500.0,BAG
900000000000953,101033,800000000010336,PL03,500.0,PAL
900000000000953,101033,800000000010337,PL02,8000.0,BAG
900000000000953,101033,800000000010338,PL02,15000.0,BAG
900000000000953,101033,800000000010339,PL02,15000.0,PAL
900000000000954,101034,800000000010340,PL02,500.0,CS
900000000000954,101034,800000000010341,PL01,8000.0,BAG
900000000000954,101034,800000000010342,PL01,15000.0,CS
900000000000954,101034,800000000010343,PL01,8000.0,PAL
900000000000954,101034,800000000010344,PL02,500.0,BAG
900000000000954,101034,800000000010345,PL02,4500.0,CS
900000000000954,101034,800000000010346,PL01,1200.0,PAL
900000000000954,101034,800000000010347,PL03,500.0,CS
900000000000954,101034,800000000010348,PL01,1200.0,PAL
900000000000954,101034,800000000010349,PL01,4500.0,PAL
900000000000954,101035,800000000010350,PL01,4500.0,CS
900000000000954,101035,800000000010351,PL03,500.0,BAG
900000000000954,101035,800000000010352,PL02,8000.0,BAG
900000000000954,101035,800000000010353,PL03,4500.0,CS
900000000000955,101035,800000000010354,PL01,500.0,PAL
900000000000955,101035,800000000010355,PL03,1200.0,PAL
900000000000955,101035,800000000010356,PL02,8000.0,BAG
900000000000955,101035,800000000010357,PL01,4500.0,PAL
900000000000955,101035,800000000010358,PL02,4500.0,BAG
900000000000955,101035,800000000010359,PL02,1200.0,BAG
900000000000955,101036,800000000010360,PL02,500.0,BAG
900000000000955,101036,800000000010361,PL03,500.0,PAL
900000000000955,101036,800000000010362,PL02,1200.0,PAL
900000000000955,101036,800000000010363,PL02,4500.0,CS
900000000000956,101036,800000000010364,PL01,1200.0,CS
900000000000956,101036,800000000010365,PL02,15000.0,PAL
900000000000956,101036,800000000010366,PL01,500.0,BAG
900000000000956,101036,800000000010367,PL02,15000.0,PAL
900000000000956,101036,800000000010368,PL01,1200.0,BAG
900000000000956,101036,800000000010369,PL01,500.0,BAG
900000000000956,101037,800000000010370,PL01,4500.0,PAL
900000000000956,101037,800000000010371,PL01,500.0,CS
900000000000956,101037,800000000010372,PL01,4500.0,PAL
900000000000956,101037,800000000010373,PL02,4500.0,PAL
900000000000956,101037,800000000010374,PL02,500.0,PAL
900000000000956,101037,800000000010375,PL03,500.0,CS
900000000000956,101037,800000000010376,PL01,1200.0,PAL
900000000000956,101037,800000000010377,PL03,4500.0,BAG
900000000000956,101037,800000000010378,PL03,15000.0,BAG
900000000000957,101037,800000000010379,PL02,500.0,CS
900000000000957,101038,800000000010380,PL02,1200.0,BAG
900000000000957,101038,800000000010381,PL01,1200.0,CS
900000000000957,101038,800000000010382,PL01,8000.0,PAL
900000000000957,101038,800000000010383,PL03,8000.0,CS
900000000000957,101038,800000000010384,PL03,500.0,BAG
900000000000957,101038,800000000010385,PL02,15000.0,PAL
900000000000957,101038,800000000010386,PL02,15000.0,BAG
900000000000957,101038,800000000010387,PL02,8000.0,PAL
900000000000957,101038,800000000010388,PL03,15000.0,BAG
900000000000957,101038,800000000010389,PL01,8000.0,PAL
900000000000957,101039,800000000010390,PL01,8000.0,BAG
900000000000957,101039,800000000010391,PL02,15000.0,CS
900000000000957,101039,800000000010392,PL02,4500.0,BAG
900000000000957,101039,800000000010393,PL02,8000.0,CS
900000000000958,101039,800000000010394,PL01,1200.0,PAL
900000000000958,101039,800000000010395,PL01,4500.0,BAG
900000000000958,101039,800000000010396,PL02,1200.0,CS
900000000000958,101039,800000000010397,PL02,8000.0,BAG
900000000000958,101039,800000000010398,PL02,15000.0,CS
900000000000958,101039,800000000010399,PL02,8000.0,CS
900000000000958,101040,800000000010400,PL02,4500.0,CS
900000000000958,101040,800000000010401,PL01,1200.0,BAG
900000000000958,101040,800000000010402,PL01,8000.0,PAL
900000000000958,101040,800000000010403,PL03,1200.0,CS
900000000000958,101040,800000000010404,PL01,500.0,CS
900000000000958,101040,800000000010405,PL03,1200.0,BAG
900000000000959,101040,800000000010406,PL01,1200.0,CS
900000000000959,101040,800000000010407,PL03,8000.0,PAL
900000000000960,101040,800000000010408,PL01,15000.0,CS
900000000000960,101040,800000000010409,PL03,500.0,PAL
900000000000960,101041,800000000010410,PL03,1200.0,CS
900000000000960,101041,800000000010411,PL02,4500.0,BAG
900000000000960,101041,800000000010412,PL02,4500.0,PAL
900000000000960,101041,800000000010413,PL03,4500.0,PAL
900000000000960,101041,800000000010414,PL03,4500.0,CS
900000000000960,101041,800000000010415,PL03,4500.0,PAL
900000000000960,101041,800000000010416,PL03,1200.0,PAL
900000000000960,101041,800000000010417,PL02,8000.0,CS
900000000000960,101041,800000000010418,PL03,1200.0,CS
900000000000961,101041,800000000010419,PL02,15000.0,CS
900000000000961,101042,800000000010420,PL03,8000.0,BAG
900000000000961,101042,800000000010421,PL03,8000.0,BAG
900000000000961,101042,800000000010422,PL01,1200.0,CS
900000000000961,101042,800000000010423,PL03,500.0,BAG
900000000000961,101042,800000000010424,PL03,1200.0,PAL
900000000000961,101042,800000000010425,PL02,8000.0,BAG
900000000000961,101042,800000000010426,PL03,8000.0,BAG
900000000000961,101042,800000000010427,PL01,15000.0,PAL
900000000000961,101042,800000000010428,PL01,15000.0,PAL
900000000000961,101042,800000000010429,PL03,4500.0,BAG
900000000000961,101043,800000000010430,PL02,500.0,BAG
900000000000961,101043,800000000010431,PL01,15000.0,PAL
900000000000961,101043,800000000010432,PL01,15000.0,BAG
900000000000961,101043,800000000010433,PL01,500.0,PAL
900000000000961,101043,800000000010434,PL02,1200.0,PAL
900000000000962,101043,800000000010435,PL03,8000.0,CS
900000000000962,101043,800000000010436,PL02,1200.0,BAG
900000000000962,101043,800000000010437,PL01,1200.0,BAG
900000000000962,101043,800000000010438,PL02,1200.0,BAG
900000000000962,101043,800000000010439,PL02,15000.0,BAG
900000000000962,101044,800000000010440,PL01,15000.0,PAL
900000000000962,101044,800000000010441,PL03,4500.0,CS
900000000000962,101044,800000000010442,PL02,15000.0,CS
900000000000962,101044,800000000010443,PL01,500.0,BAG
900000000000962,101044,800000000010444,PL03,500.0,PAL
900000000000962,101044,800000000010445,PL03,500.0,PAL
900000000000962,101044,800000000010446,PL02,500.0,PAL
900000000000962,101044,800000000010447,PL03,1200.0,CS
900000000000962,101044,800000000010448,PL01,8000.0,CS
900000000000962,101044,800000000010449,PL02,4500.0,BAG
900000000000962,101045,800000000010450,PL01,15000.0,BAG
900000000000962,101045,800000000010451,PL01,500.0,BAG
900000000000962,101045,800000000010452,PL03,1200.0,CS
900000000000963,101045,800000000010453,PL01,15000.0,CS
900000000000963,101045,800000000010454,PL01,8000.0,PAL
900000000000963,101045,800000000010455,PL02,8000.0,PAL
900000000000963,101045,800000000010456,PL01,15000.0,BAG
900000000000963,101045,800000000010457,PL02,4500.0,BAG
900000000000963,101045,800000000010458,PL03,500.0,CS
900000000000963,101045,800000000010459,PL02,8000.0,PAL
900000000000963,101046,800000000010460,PL03,500.0,BAG
900000000000963,101046,800000000010461,PL02,4500.0,CS
900000000000963,101046,800000000010462,PL03,4500.0,CS
900000000000963,101046,800000000010463,PL02,15000.0,BAG
900000000000963,101046,800000000010464,PL03,500.0,CS
900000000000963,101046,800000000010465,PL03,8000.0,CS
900000000000963,101046,800000000010466,PL03,500.0,CS
900000000000963,101046,800000000010467,PL01,4500.0,CS
900000000000963,101046,800000000010468,PL01,8000.0,PAL
900000000000963,101046,800000000010469,PL01,8000.0,BAG
900000000000963,101047,800000000010470,PL01,8000.0,BAG
900000000000963,101047,800000000010471,PL03,1200.0,BAG
900000000000963,101047,800000000010472,PL01,1200.0,PAL
900000000000964,101047,800000000010473,PL02,4500.0,PAL
900000000000964,101047,800000000010474,PL03,500.0,CS
900000000000964,101047,800000000010475,PL01,8000.0,BAG
900000000000964,101047,800000000010476,PL03,15000.0,PAL
900000000000964,101047,800000000010477,PL03,8000.0,PAL
900000000000964,101047,800000000010478,PL02,1200.0,CS
900000000000964,101047,800000000010479,PL01,4500.0,PAL
900000000000964,101048,800000000010480,PL03,4500.0,PAL
900000000000964,101048,800000000010481,PL02,500.0,BAG
900000000000964,101048,800000000010482,PL02,15000.0,CS
900000000000964,101048,800000000010483,PL01,8000.0,BAG
900000000000964,101048,800000000010484,PL02,8000.0,BAG
900000000000964,101048,800000000010485,PL02,500.0,CS
900000000000964,101048,800000000010486,PL01,15000.0,PAL
900000000000964,101048,800000000010487,PL02,500.0,BAG
900000000000964,101048,800000000010488,PL03,8000.0,CS
900000000000965,101048,800000000010489,PL03,1200.0,CS
900000000000965,101049,800000000010490,PL03,8000.0,CS
900000000000965,101049,800000000010491,PL01,4500.0,CS
900000000000965,101049,800000000010492,PL02,500.0,PAL
900000000000965,101049,800000000010493,PL03,1200.0,BAG
900000000000965,101049,800000000010494,PL03,500.0,CS
900000000000965,101049,800000000010495,PL01,1200.0,BAG
900000000000965,101049,800000000010496,PL01,1200.0,BAG
900000000000965,101049,800000000010497,PL03,15000.0,PAL
900000000000965,101049,800000000010498,PL03,1200.0,BAG
900000000000965,101049,800000000010499,PL01,8000.0,PAL
900000000000965,101050,800000000010500,PL02,500.0,CS
900000000000965,101050,800000000010501,PL02,4500.0,CS
900000000000965,101050,800000000010502,PL02,1200.0,PAL
900000000000965,101050,800000000010503,PL01,1200.0,CS
900000000000965,101050,800000000010504,PL01,500.0,PAL
900000000000965,101050,800000000010505,PL01,4500.0,CS
900000000000965,101050,800000000010506,PL02,500.0,PAL
900000000000965,101050,800000000010507,PL03,4500.0,CS
900000000000966,101050,800000000010508,PL02,500.0,CS
900000000000966,101050,800000000010509,PL03,8000.0,CS
900000000000966,101051,800000000010510,PL01,1200.0,CS
900000000000966,101051,800000000010511,PL03,500.0,BAG
900000000000966,101051,800000000010512,PL01,15000.0,PAL
900000000000966,101051,800000000010513,PL02,8000.0,CS
900000000000966,101051,800000000010514,PL03,15000.0,PAL
900000000000966,101051,800000000010515,PL03,4500.0,PAL
900000000000966,101051,800000000010516,PL01,4500.0,CS
900000000000966,101051,800000000010517,PL01,4500.0,BAG
900000000000966,101051,800000000010518,PL03,8000.0,CS
900000000000967,101051,800000000010519,PL03,500.0,PAL
900000000000967,101052,800000000010520,PL03,4500.0,PAL
900000000000967,101052,800000000010521,PL02,4500.0,PAL
900000000000968,101052,800000000010522,PL02,15000.0,CS
900000000000968,101052,800000000010523,PL02,500.0,PAL
900000000000968,101052,800000000010524,PL01,15000.0,PAL
900000000000968,101052,800000000010525,PL03,1200.0,PAL
900000000000968,101052,800000000010526,PL03,4500.0,CS
900000000000968,101052,800000000010527,PL01,500.0,PAL
900000000000968,101052,800000000010528,PL01,500.0,CS
900000000000968,101052,800000000010529,PL01,8000.0,PAL
900000000000968,101053,800000000010530,PL02,1200.0,BAG
900000000000968,101053,800000000010531,PL02,500.0,CS
900000000000968,101053,800000000010532,PL01,8000.0,PAL
900000000000968,101053,800000000010533,PL02,8000.0,BAG
900000000000968,101053,800000000010534,PL01,15000.0,CS
900000000000969,101053,800000000010535,PL01,15000.0,BAG
900000000000969,101053,800000000010536,PL02,1200.0,BAG
900000000000969,101053,800000000010537,PL02,500.0,CS
900000000000970,101053,800000000010538,PL03,500.0,BAG
900000000000970,101053,800000000010539,PL03,8000.0,PAL
900000000000970,101054,800000000010540,PL02,4500.0,BAG
900000000000970,101054,800000000010541,PL03,1200.0,PAL
900000000000970,101054,800000000010542,PL03,1200.0,CS
900000000000970,101054,800000000010543,PL03,1200.0,BAG
900000000000970,101054,800000000010544,PL03,1200.0,CS
900000000000970,101054,800000000010545,PL03,8000.0,PAL
900000000000970,101054,800000000010546,PL03,8000.0,BAG
900000000000970,101054,800000000010547,PL03,8000.0,PAL
900000000000970,101054,800000000010548,PL01,8000.0,CS
900000000000971,101054,800000000010549,PL03,500.0,CS
900000000000971,101055,800000000010550,PL02,8000.0,PAL
900000000000971,101055,800000000010551,PL01,8000.0,BAG
900000000000971,101055,800000000010552,PL02,1200.0,PAL
900000000000971,101055,800000000010553,PL01,1200.0,PAL
900000000000971,101055,800000000010554,PL02,1200.0,PAL
900000000000971,101055,800000000010555,PL03,4500.0,PAL
900000000000971,101055,800000000010556,PL02,4500.0,PAL
900000000000971,101055,800000000010557,PL03,8000.0,BAG
900000000000971,101055,800000000010558,PL03,4500.0,CS
900000000000971,101055,800000000010559,PL02,8000.0,PAL
900000000000971,101056,800000000010560,PL02,1200.0,CS
900000000000971,101056,800000000010561,PL03,15000.0,BAG
900000000000971,101056,800000000010562,PL03,1200.0,BAG
900000000000971,101056,800000000010563,PL03,15000.0,PAL
900000000000971,101056,800000000010564,PL02,15000.0,PAL
900000000000972,101056,800000000010565,PL02,8000.0,PAL
900000000000972,101056,800000000010566,PL01,15000.0,CS
900000000000972,101056,800000000010567,PL01,500.0,PAL
900000000000973,101056,800000000010568,PL01,4500.0,BAG
900000000000973,101056,800000000010569,PL03,4500.0,BAG
900000000000973,101057,800000000010570,PL03,500.0,PAL
900000000000973,101057,800000000010571,PL01,15000.0,PAL
900000000000973,101057,800000000010572,PL01,1200.0,CS
900000000000973,101057,800000000010573,PL03,1200.0,CS
900000000000973,101057,800000000010574,PL01,8000.0,BAG
900000000000973,101057,800000000010575,PL01,4500.0,BAG
900000000000973,101057,800000000010576,PL02,8000.0,PAL
900000000000973,101057,800000000010577,PL03,4500.0,PAL
900000000000973,101057,800000000010578,PL03,4500.0,PAL
900000000000973,101057,800000000010579,PL01,4500.0,CS
900000000000973,101058,800000000010580,PL02,8000.0,BAG
900000000000973,101058,800000000010581,PL03,15000.0,CS
900000000000973,101058,800000000010582,PL01,8000.0,CS
900000000000973,101058,800000000010583,PL02,1200.0,BAG
900000000000973,101058,800000000010584,PL02,8000.0,CS
900000000000974,101058,800000000010585,PL02,8000.0,CS
900000000000974,101058,800000000010586,PL01,15000.0,BAG
900000000000974,101058,800000000010587,PL03,500.0,BAG
900000000000974,101058,800000000010588,PL03,8000.0,CS
900000000000974,101058,800000000010589,PL02,1200.0,CS
900000000000974,101059,800000000010590,PL01,500.0,CS
900000000000974,101059,800000000010591,PL01,1200.0,PAL
900000000000974,101059,800000000010592,PL03,8000.0,PAL
900000000000974,101059,800000000010593,PL03,500.0,PAL
900000000000974,101059,800000000010594,PL03,500.0,BAG
900000000000974,101059,800000000010595,PL03,8000.0,PAL
900000000000974,101059,800000000010596,PL01,4500.0,PAL
900000000000974,101059,800000000010597,PL02,4500.0,CS
900000000000974,101059,800000000010598,PL02,4500.0,CS
900000000000974,101059,800000000010599,PL03,8000.0,CS
900000000000974,101060,800000000010600,PL01,500.0,PAL
900000000000974,101060,800000000010601,PL01,1200.0,BAG
900000000000974,101060,800000000010602,PL02,4500.0,CS
900000000000975,101060,800000000010603,PL03,1200.0,BAG
900000000000975,101060,800000000010604,PL03,8000.0,PAL
900000000000975,101060,800000000010605,PL01,8000.0,BAG
900000000000975,101060,800000000010606,PL03,8000.0,CS
900000000000976,101060,800000000010607,PL01,8000.0,BAG
900000000000976,101060,800000000010608,PL03,8000.0,PAL
900000000000976,101060,800000000010609,PL02,4500.0,CS
900000000000976,101061,800000000010610,PL02,15000.0,CS
900000000000976,101061,800000000010611,PL02,8000.0,PAL
900000000000976,101061,800000000010612,PL03,1200.0,BAG
900000000000976,101061,800000000010613,PL02,1200.0,PAL
900000000000976,101061,800000000010614,PL01,500.0,CS
900000000000976,101061,800000000010615,PL01,4500.0,PAL
900000000000976,101061,800000000010616,PL02,1200.0,BAG
900000000000976,101061,800000000010617,PL01,4500.0,PAL
900000000000976,101061,800000000010618,PL03,15000.0,BAG
900000000000977,101061,800000000010619,PL01,15000.0,BAG
900000000000977,101062,800000000010620,PL03,1200.0,BAG
900000000000977,101062,800000000010621,PL02,15000.0,CS
900000000000977,101062,800000000010622,PL03,1200.0,CS
900000000000977,101062,800000000010623,PL02,4500.0,BAG
900000000000977,101062,800000000010624,PL01,500.0,CS
900000000000977,101062,800000000010625,PL02,15000.0,CS
900000000000977,101062,800000000010626,PL02,15000.0,CS
900000000000977,101062,800000000010627,PL01,8000.0,CS
900000000000977,101062,800000000010628,PL01,4500.0,CS
900000000000977,101062,800000000010629,PL03,8000.0,BAG
900000000000977,101063,800000000010630,PL03,15000.0,CS
900000000000977,101063,800000000010631,PL02,500.0,BAG
900000000000977,101063,800000000010632,PL01,8000.0,PAL
900000000000977,101063,800000000010633,PL03,8000.0,BAG
900000000000978,101063,800000000010634,PL03,4500.0,PAL
900000000000978,101063,800000000010635,PL03,15000.0,PAL
900000000000978,101063,800000000010636,PL02,15000.0,PAL
900000000000978,101063,800000000010637,PL02,8000.0,BAG
900000000000978,101063,800000000010638,PL02,4500.0,PAL
900000000000978,101063,800000000010639,PL02,1200.0,PAL
900000000000978,101064,800000000010640,PL01,1200.0,BAG
900000000000979,101064,800000000010641,PL02,15000.0,PAL
900000000000979,101064,800000000010642,PL03,500.0,PAL
900000000000979,101064,800000000010643,PL02,15000.0,PAL
900000000000979,101064,800000000010644,PL01,1200.0,CS
900000000000979,101064,800000000010645,PL01,500.0,PAL
900000000000979,101064,800000000010646,PL01,500.0,PAL
900000000000979,101064,800000000010647,PL03,1200.0,BAG
900000000000979,101064,800000000010648,PL02,15000.0,BAG
900000000000979,101064,800000000010649,PL01,15000.0,PAL
900000000000979,101065,800000000010650,PL02,8000.0,BAG
900000000000979,101065,800000000010651,PL01,500.0,CS
900000000000979,101065,800000000010652,PL03,8000.0,PAL
900000000000979,101065,800000000010653,PL02,4500.0,PAL
900000000000979,101065,800000000010654,PL01,4500.0,BAG
900000000000979,101065,800000000010655,PL03,4500.0,BAG
900000000000979,101065,800000000010656,PL03,15000.0,CS
900000000000979,101065,800000000010657,PL02,4500.0,PAL
